client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
8965325b109a45e0b2911cb889e09ca4b40e74737f27dc5d19abec0c1af51a56eb58ac7d7ab89521e96646704728734f67fd8e2a22080fa1f61d2c017c954954	common_voice_en_39955854.mp3	e7eb626f1faa3cbad672b36b4db3d7b193ea827f6788a87d45df3ebfed4be20b	Call me crazy, but I don't think it is.		2	0	thirties	male_masculine	Southern African (South Africa, Zimbabwe, Namibia)		en	
8e9e94880a720ce6d011fd654c84b6abdf72452810240d31c35c83f12f589f1b57cdf4a680d2cc40ec115e9782099cfda4fb7c918f3c2b5aa7236e39e93f1988	common_voice_en_39726238.mp3	e5c49b7bc80657d6c8e35e3444054877c95e8839c2fe791bcb8921f45bcb5f5d	Martel and Santana came up short after Brunzell pinned Santana.		2	0	fifties	female_feminine			en	
9e9591dddaff3cee0ce653ba84c8b00119b4262c74e3319ced1bc9fae01972519454255858217cc94c9869f3e918fb3bbc7e01b0481e4a89003b514daf11e510	common_voice_en_39623085.mp3	e4a901b0e0d69db05ec6422dbda006e54ae0f858bdb85bd8c99ad124996e2c6e	This was the first meeting between these two clubs in the final.		2	0	twenties	male_masculine	Russian		en	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_en_39590680.mp3	e3dce250407634d9baae657bc5494f4d8f694d700f26c9a744698cc83bd00714	The nearest airports are Mysore Airport and Mangalore International Airport.		2	0	thirties	male_masculine			en	
a1b1f6ec1ab1ddd66b0b4bbf0f6c6550d51e015768a2d77630e1b3ffeedaaa7068a56f89ec556345007358e10713327c33a0a29fdd4bcf81afaf346623a97e51	common_voice_en_39645706.mp3	e4f2a970e2717ccbf12227e220871bd848e01dfbc3b797374c73563fb32fba4a	Small rooms with arched ceilings are built on the sides of the building.		2	0	teens	female_feminine	United States English		en	
a2b1c42625139f25fbca78bfeee9ff99f71b6f801091e70d0c22918ecd1c441f55c4f211f394da686d0a318e99ad8e7b3b3e60b1276696a8e79eafd87f87ee22	common_voice_en_40116653.mp3	e9378423874f3e5f8193b79188182d141ecaf339d710dd39e9bd9dd1b3341849	The species is listed as vulnerable.		3	0	thirties	male_masculine	England English,Yorkshire English		en	
a78bcb6e9ea629e4171c24eb3233f640a94eb1a7fc5ef0aa91840171482690c83e9ad233ae38c3576c67cf7c8a7b2a72f13ff823a0e3413b7b028b5e995e4520	common_voice_en_39926686.mp3	e79d21a433e3e22f49ee6a8d9d9b94c531e66019e7c3017a68c08dc9982e4be7	She moved to Brixton, South London.		2	0	teens	male_masculine	Irish English		en	
a8cc97d51624c414e36dd74b4e5f3ca41c481b5ff966aade822040578373d6e5aee7d6e3a5792faba0dfbc3d08e94f59c8f0b1d69aadd81a6c9a730c72828de4	common_voice_en_39705277.mp3	e57217fe62457f06e135e3ff9406c86d44cfd46ab4c076d5fa058a7b151e8f8c	It was nothing too serious, it was just a small little role, a laugh.		4	0	twenties	male_masculine	German		en	
abbc6af015ecd757958c26d1f2b268d38d199ba3c1f5d853c53b339ae4ba9aca3588c3c95081cdd424770c9576cea1f117f353375d44010a67c9b3025a660dba	common_voice_en_40065045.mp3	e8efdf720487341f8f3b9e82be0eebbe05763b27037f1b1e099c13a14e750aa6	It lacked enough stations signing up to ensure revival.		2	0	thirties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
ac70e449858506b13552f566d48ebe7313b30b16c96beb02fd2ebaae7969aac55d3c73b40d5820f40c339185274ffa12ff037b3117092af2fd05531f7cf7d6e4	common_voice_en_39683875.mp3	e53197f037ea1a6921261d4623564bb4b7e28a3ff604a1de8d948ac47a9c2861	After the war, Meralco's autobus franchise was sold to Halili Transport.		2	0	thirties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
ad3a21d76ff9a4f50112603d8c7e10503da7ac642c9448bdb56f372030670240e8cfbc154fc77868dc01b5c8fb04b54e3c162184481126ea48f4d9cfe534d432	common_voice_en_40160640.mp3	e9b8a6fb72be665853cc1275edfa554db607607e55f30318ec47be2aa4138b89	Primarily as a result of the Floodway, the city suffered little flood damage.		2	0	twenties	male_masculine	United States English		en	
b36ab80d7b2766b69d3fc4714e37ca9ed9368f07cbc0f0283cc7b4526d08dbca85f284934c699cf89df18076479364f4c0a90c74c0ab75d3a37059b731320a51	common_voice_en_39621967.mp3	e49e6b7cab802fdfaa129e532befda0d316677abfb6d608740e1f8569e894efc	This is done to cancel minor phase errors in the reception process.		2	0	teens	male_masculine			en	
b3fc3ea41703db36971578cc23efacc085649d49e1e3689eef952168a4728a57ffd1d54bde16728b1c77400083a7b67003589fbcb7eaa6809f5b00788969f672	common_voice_en_39965220.mp3	e831337b98fcf757a09d0b2e77186305a8d5f1e14ea4fd93937a18222fa3ce7b	It is part of the Pittsburgh Metropolitan Area.		2	0	thirties	female_feminine	United States English		en	
b53762ae02e89554d371b11e1b9d890abca5a360868e53dc976bca9a749dfa80cd90daef2266fd75df52a3fcbd898195d6dcedd2990789c537cecfaec9c3148f	common_voice_en_39620311.mp3	e4a39ba4d11ab9ddf09e7f2d29869299ba2bd6a66a62154e4ba4b718eba1bd51	He needed three stitches.		3	0	twenties	male_masculine	Bengali English,India and South Asia (India, Pakistan, Sri Lanka)		en	
b6fe330187c122028f756ca5f2c03b0736d93254ecbcc73ff551726cab2edf079a1c1fcc528ebdad1a0b528e897437f6c05d0d1a5795372daae9e34b5d6e8885	common_voice_en_39915957.mp3	e77e94f4ccf25e3111210e6fbfec2b0f97ae82fb05ed60be39956f1b9b8a9a43	The choreographer Marguerite Derricks cited Kain as one of her heroes.		2	0	teens	female_feminine			en	
cbd58c5c96dabd674dda340e752c396e31d7ab4bfbed41cb1c3a903d3ec61acde006a126eae99ef5b34730be9df30fb83c463efa7be94d987803d01d98a37e64	common_voice_en_39747460.mp3	e5edbc16fb688a4b1cd76bb9c666f57f31e79a11f374742af9aeaa2a5c005147	However, weeks before the album was set for release, the project was initially cancelled.		2	0	twenties	male_masculine	Turkish		en	
cd5146e5322654b4585c9cde5e948c8c42de187d11ddc5a71b134beada0385522670f7c42f84383a5fb2048bbaa6651c0f92c07802857ac5fc528e79337762aa	common_voice_en_40133611.mp3	e94bc3f9e5a127330cab156dde517b498044c9aef83d3a3a662e50a63621453d	I'll scroll the disposition in no time.		2	0	twenties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
ce53a2eaee058f83fe8f6632478506c0bd5ee393bc10717ce0d9206eddbbcd491649a927598df0a7862f7059e65c754d3ffa4607a292e41b52c6d9d9b7e69ac3	common_voice_en_39605045.mp3	e46d7f8c6c170f1af906ffdeffc6805b53dba858730238d2b910600b161bc32f	The project was delayed by a month due to increased piracy along the coast.		2	0	twenties	male_masculine	England English		en	
d02b89efc52df97f1bbc355efd191e3325d1beff4777f1251eaaf1593b3ed2ce085faef49d39b2238c3d3744afdbff80f37869a892795da8765d304d47e8e9ca	common_voice_en_39815115.mp3	e695dd26b1e574c502fccd14434e679fa5ec4790147f49592b6954ee92ed481a	Luna was a former employee of the restaurant.		2	0	twenties	female_feminine	Welsh English,Shropshire		en	
da2055f8f94eb2dd9497b63e4387bade55171cdf2ee83de89b71067c33371f8c5037f97c26c026d6c6bff8f39de7fb844a73bd98f47065392d3b19fdc52bba45	common_voice_en_39588302.mp3	e3a819a2516fd83aa425b98f16e810c688cb7f0a9a133e2a04612eac157496b7	The kindness of my uncle and aunt can never be requited.		3	0	thirties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
dcc2fd101b130fe1a02a0a7014461574bf93bbd2415689e9206374a7e20ad0b49b64bdf5f66eec458a98432636bcaac8cb7115da15c8af380feba07d62e3e4b6	common_voice_en_39734854.mp3	e5d136a9174caa26589010323572c4922e54a37108bf3f187c8a67a37a9f5afd	They are light gray on top with a white rump and a white underside.		3	0	teens	female_feminine	United States English,England English		en	
de630f825d4571e2587a404b3510b318351bb78f5cb8abe7a7899448861bb88e0e3fc9fce13bca74ada2e56bc94f065234e3d2a5fd8b7ad6694a95e74d768061	common_voice_en_39587041.mp3	e38829a992369442d19c1c3d2873ca78660ec792754652203c34d1bfae0b5e50	This practice was extended to the standard-definition channels when they began broadcasting in widescreen.		4	0	sixties	male_masculine	Australian English		en	
e026bf69ea98827dbd946b20a8eb34cdf3aa3de6291de34af63fb8d5b9618d8843f72bce0fd781e24aea4c14877150b81398391a62bfe1b8d209c281e171ad80	common_voice_en_39866463.mp3	e709961ebedd192ce690fd7c767e7a564a18fbe2e502bf39a4adc8da77eeb4f6	His last job was as an emergency maintenance man.		2	0	thirties	male_masculine	Canadian English		en	
e4d0b7a408a6534761c31e357e70cac7cfa6e5bce6af75391b83d6e1d97f93a9c0b312f6bdc3ec91c865d7562d8721ed2af425e81db7ea0790a73bed9f9c3925	common_voice_en_40120003.mp3	e923c91c74ad1092398d5b97f4b899200076cc01fa5382ecc178b818b64a03fb	He started his career in the Hawaii Republican Party.		2	0	teens	male_masculine	Немного русский акцент произношения, съедание слов		en	
e82153fe4fc7b7ebb1c2f1d73d40a9ba9ea55ee368af489dbdaddb08d73a8ffae56967434567d7ee6b39451af9a81631b105bd8562d84959aa13d639df91e748	common_voice_en_39946995.mp3	e7e61be087efd21f3c5420c4ffe95366142ac92e0ea1db2e9c9aeab31e188b82	We wanted more control.		2	0		male_masculine	England English		en	
e911f5e9f86e69671b2f87cc2672813cae1a71d3f223fcee394c11a2e1bee1e2007a4864357828c0e8869233a1b5a098a51e03b441fa0c6c40bf8a4b30f3482f	common_voice_en_39760639.mp3	e60949c29658678d58dbb00645b4b41006072aa4bf209cf82e56f170a3e4f85b	H. C. Bruton in command.		2	0	fifties	male_masculine	England English		en	
f66c72a3d6661d156a18bf3c0c2ac8df7e23c6aec1a372ecfbb6f6a6dd2b86c00e1b0dab4f7573016c9fe547fa20c58a7f5ee4fdda577c88f46f05ccac5fbb3e	common_voice_en_39663913.mp3	e4f468d497717fa03c9d7feb35d3fc8bb7f388d9622e419901a0394e5073fa35	Newberry Caldera has many nature, ecological, and adventure tourism opportunities.		2	0	fifties	female_feminine			en	
fa4051fb5cc118b0fd756e0162f082116903ea5a2c17d8c6542a360c6132b082538750dc544385a578ad231c939d9b90608503b018f0d32c574a342822094849	common_voice_en_39658573.mp3	e4ec50885719763ff4dca541fcc9b4b27f3c178cc8f807c034369c974ccf9997	Located within Dungog Shire it is situated on the Paterson River.		2	0	thirties	male_masculine	North Africa		en	
fa60b8b17a36cc5d07f042bdb980083acf1927d8e1df4aba8f76b1a9308b3e95a35e2eca832179565741ea2713222e806df8979cd904f18bef1ea8d0595db0d9	common_voice_en_39800472.mp3	e669075ca97e734b12939868f092b188ef75739e22e845399f16291479967563	The owner throws him out of the shop.		2	0	teens	male_masculine			en	
fd359f63916e915b51cd957eda80cf225acd6aee767a8f16d87f9f589d33991bc124dc11f3b8f38495cb7679cd0cddc585e512a146fdafbad7e3e5f3c5b3f861	common_voice_en_40117194.mp3	e9312e42817d3f0875769d3af013d4cbcb15463bbfc7373b777bd6b82929158d	Walter's parents were pioneering missionaries in China.		2	0	twenties	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)		en	
fde786d9dda9715bb8f95f7caca09fbaf10377fd1a5b87d464c34022b501e418a9ecf71bc9a64e11c38cbb9f9cd33db3e57d475dc17ebe8216dea75461339bd3	common_voice_en_39623131.mp3	e4a76c577d53c2c80093a7db537176c26160d2bdfb3967d493659f3d15c6bd26	Barnes received his award from Doctor Mordechai Rozanski, President of the University.		2	0	teens	male_masculine	United States English		en	
00309ae51fe07824676d5a3b39837b0a8927c064b7a054f3083f6f9cf7741987f8c92cb60c4c93e86a4e1be11dad46b92285584802bbe6a0fd618ca0f44b2959	common_voice_en_39637582.mp3	b8d6829c381961b15928fa23e0f23cd7d16d63a6df5e8a43707293832ad5dd81	They vie with each other in leaping over the red embers.		2	0	sixties	male_masculine			en	
00309ae51fe07824676d5a3b39837b0a8927c064b7a054f3083f6f9cf7741987f8c92cb60c4c93e86a4e1be11dad46b92285584802bbe6a0fd618ca0f44b2959	common_voice_en_39637590.mp3	e4d198108ec4ff86777a394a0615dd245d4d9f2f19af327502fc3ee2242c7fca	In parts of Eastern Europe, they are known as dalniks.		2	0	sixties	male_masculine			en	
00f99d29db7dfbe08f9fcd21fb2a10a1c03b5c5a705f676344587b7e6e6e9bbb99740b046378eb18b5ad84705ba75cf63ab8738afbe9a1ac22bdd41d11f72b75	common_voice_en_39942522.mp3	e7b39d380ba05ec65990140498d23df07434c11100dac2c23ee32927f139aa9f	They enjoyed the success, but Rene's heroin addiction was seen as a problem.		2	0	fourties	male_masculine	United States English		en	
00f99d29db7dfbe08f9fcd21fb2a10a1c03b5c5a705f676344587b7e6e6e9bbb99740b046378eb18b5ad84705ba75cf63ab8738afbe9a1ac22bdd41d11f72b75	common_voice_en_39942523.mp3	e7c4c968a9b50f3e4b734e74cf39b9f50fb311fe47ba5c0367672c219faa95ec	His powers include super strength and flight.		2	0	fourties	male_masculine	United States English		en	
01c39048c1066b4ad9b6e5e0eb3fe0ad57ae7a96a8159022d145aa298717793d618deacf7f79492debe6b9a17078312001d00010cd05d98210d1126c582dde39	common_voice_en_39675806.mp3	e53a49c510f4da8205d7a192ef2d6d9fa2f1e77227700be7675cf0e2922819ea	The choreography in the film was also viewed as a highlight.		2	0	twenties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
01c39048c1066b4ad9b6e5e0eb3fe0ad57ae7a96a8159022d145aa298717793d618deacf7f79492debe6b9a17078312001d00010cd05d98210d1126c582dde39	common_voice_en_39675808.mp3	e52e74fe913fa1cf4f7a80d817e0fa5a33cbe53197b0bb29b939f103a85171d7	The conversion took ten months to complete, followed by sea trials.		4	0	twenties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
0a0c864736552adbf79e720418fb93efaf604eea02ab6e547aadd3f68795bbffbb0d1eae7259cdbaad043cbf0dd4f4dce64fc8daa2f145d4570035ac04a6c9f8	common_voice_en_39750688.mp3	e5e0944c1b38f69d7e57befb3eadbc367894980dcbd7cd53b1a87598f92c5635	Dwyer studied acting with Youth Theatre.		3	0	twenties	female_feminine	Eastern European English,bulgarian english		en	
0a0c864736552adbf79e720418fb93efaf604eea02ab6e547aadd3f68795bbffbb0d1eae7259cdbaad043cbf0dd4f4dce64fc8daa2f145d4570035ac04a6c9f8	common_voice_en_39750720.mp3	e5d93817a130307b88b447790dd5403f98634a049c5f35f2ed827a653951d2e9	Arsenite minerals are much less common.		3	0	twenties	female_feminine	Eastern European English,bulgarian english		en	
1864fdba56a72ec276e259e2bf7ce224df64d1b359028f96bd5478c9f10e3d8c738bcf7014877e1c5fb12ba60fcb43685802f3a860cca8cae4e29e602dafc7b3	common_voice_en_39605388.mp3	e469ab9b242e861db1670c309712b5bacc5768e7c6ff10f37d23f6779d7f8257	Next to the grades is given the community in which each school is located.		2	0	twenties	male_masculine			en	
1864fdba56a72ec276e259e2bf7ce224df64d1b359028f96bd5478c9f10e3d8c738bcf7014877e1c5fb12ba60fcb43685802f3a860cca8cae4e29e602dafc7b3	common_voice_en_39605426.mp3	e472e7c3680a752c3d89cb6428fd553c4b0271a2460a464f488acacf1d02be9e	He also served as associate producer and graphics operator on Giants telecasts.		2	0	twenties	male_masculine			en	
493480d425ae20d82b2e398d1cadd3c7ef99ad06ce67098e71595dfb80f6f5f11673e3d054beb4de9b4c5c6fe1cb937521a695253df51d49a074da724fe6cd41	common_voice_en_39640101.mp3	e4d8ec55eec954446ca7f13f5ccb55a62493679c68f63a1a49f2e727106fca02	The city is home to the oldest rickshaw company in Canada.		2	0		male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
51348a4c8211f8e3b0e31b95a9c5aded11cb79498f415d85f3eef052d3a19107f9bfdf46624be097573b755ecf2c960600eeab0f019314e0793362b07e1568d8	common_voice_en_39705885.mp3	e57b2faf2f37c49fb45c00d50131c0ddac16c4018f842e8edd517dfce7ba1de4	King said he would think about it and call back.		2	0	twenties	male_masculine	United States English		en	
51348a4c8211f8e3b0e31b95a9c5aded11cb79498f415d85f3eef052d3a19107f9bfdf46624be097573b755ecf2c960600eeab0f019314e0793362b07e1568d8	common_voice_en_39705886.mp3	e5722f175ae8d3e205a6fdff20b9f575adbd9ae3fcbe12cfba0e2d5655360351	By-the-numbers Los Angeles metal with slight post-grunge updates.		2	0	twenties	male_masculine	United States English		en	
5ab02513e6589a7e75b535a0756aacb1f5169794a67b86c24313ba3aff5ee8bcf40cfd5e4810570987dbbf473efb965d54477690941d2c1141695170153a2174	common_voice_en_39604010.mp3	e4428fc640ba7e990faef263f77091bec607db50997208f634e43afd3ea30606	It breeds in Asia from central Siberia east to Japan.		2	0	twenties	male_masculine	England English		en	
5ab02513e6589a7e75b535a0756aacb1f5169794a67b86c24313ba3aff5ee8bcf40cfd5e4810570987dbbf473efb965d54477690941d2c1141695170153a2174	common_voice_en_39604073.mp3	e45c1a0660f47c2637d76bda0316310b530140e72a2ad4c77c4a9779472c98e7	Homes along the pond were swept into the water with their victims.		2	0	twenties	male_masculine	England English		en	
5b6eac84f3a31b52c68c2527e2134118770f6244b2c326080ddac6f02115aa59a60743302c7bd3506529c52b43dd51173edb09b776be48f4ce38b82f45b206a9	common_voice_en_39990785.mp3	e860b9aa08edc4d5f087d60b83be66ba7f20a6d0475c6b301456a3e2b3fe48bb	Receiving no support, Jack storms off alone to form his own tribe.		2	0	twenties	female_feminine	United States English		en	
5b6eac84f3a31b52c68c2527e2134118770f6244b2c326080ddac6f02115aa59a60743302c7bd3506529c52b43dd51173edb09b776be48f4ce38b82f45b206a9	common_voice_en_39990821.mp3	e8595e4b2e7a47b3b424cf9d6b799a72705c3b1e9e24b5e8225d0f1023feddae	Earlier in his life, Morpheus gained the romantic attention of Niobe, another hovercraft captain.		4	0	twenties	female_feminine	United States English		en	
6dc7ffec9ee9e8f8cf9a4ce8d7ca530ce372afb35723228da32a4a7a130755dd34e4a4544dc7af07bffd08b0ca0bf9c49e2eb04114cf7b744b6d654932f86814	common_voice_en_39878894.mp3	e72d914e922c62a9f3e5dc47c6ce5bb96464443118814ed5231da70b07eeedc7	This must not happen again.		2	0	fourties	female_feminine			en	
7f692d68de3264ccd32c3cb66ee688bdbd616196a1bc4cde7f8851ec28a5310fc9251829b7cffe7c3c24f385696bb5696cb321ccee36f4b25abbc1af9fb42db4	common_voice_en_39765214.mp3	e62a459577c7360d0c0626c6eed358cab6b576cdac97e970fb9ecbf264b241dd	Their chief goal is to capture a young boy, named Akira.		2	0	thirties	male_masculine	England English		en	
7f692d68de3264ccd32c3cb66ee688bdbd616196a1bc4cde7f8851ec28a5310fc9251829b7cffe7c3c24f385696bb5696cb321ccee36f4b25abbc1af9fb42db4	common_voice_en_39765220.mp3	e61dd13f91ac9ecfe350a4576e37ef5f7b4105cffa4b4d93ee8509fd2da207cc	Both of Chen's grandparents have died.		2	0	thirties	male_masculine	England English		en	
82bf64da76b64d7b2fd45745f55613686b66e1d978316301bb72331ccbe644cb9ca23718d25a04f7c71852429c11db582a17d5538efa4609c37515a58a6f78e4	common_voice_en_39747513.mp3	e5e44343ae2375e23e3d803640c70487b4d0d60944652ff524848340c4efef2e	The website was also redesigned.		2	0	teens	female_feminine	England English		en	
82bf64da76b64d7b2fd45745f55613686b66e1d978316301bb72331ccbe644cb9ca23718d25a04f7c71852429c11db582a17d5538efa4609c37515a58a6f78e4	common_voice_en_39747514.mp3	e5e1b867cd3e7c3ffa63e3746c7ae74c474fc46306a7fd35c28769d6007c9f59	Beyonder attempts to become a human while still containing all his powers.		2	0	teens	female_feminine	England English		en	
